node_start,node_end,weight
Germany,China,8.0
Germany,Cyprus,19.0
Germany,Hong Kong,53.0
Germany,Ireland,11.0
Germany,Isle of Man,2.0
Germany,Jersey,3.0
Germany,Latvia,7.0
Germany,Luxembourg,2.0
Germany,Mauritius,1.0
Germany,Niue,4.0
Germany,Panama,273.0
Germany,Russia,31.0
Germany,Saint Kitts and Nevis,7.0
Germany,Samoa,1.5
Germany,Seychelles,23.0
Germany,United Arab Emirates,5.0
Germany,United Kingdom,37.0
Germany,United States,20.0
Ghana,Bahamas,2.0
Ghana,British Anguilla,2.0
Ghana,British Virgin Islands,5.0
Ghana,Hong Kong,1.0
Ghana,Russia,2.0
Ghana,United Kingdom,1.0
Ghana,United States,1.0
Gibraltar,Bahamas,300.0
Gibraltar,Barbados,16.0
Gibraltar,Belize,4.0
Gibraltar,British Virgin Islands,3211.5
Gibraltar,Canada,3.0
Gibraltar,Cayman Islands,2.0
Gibraltar,China,5.0
Gibraltar,Hong Kong,12.0
Gibraltar,Ireland,4.0
Gibraltar,Isle of Man,8.0
Gibraltar,Jersey,1.0
Gibraltar,Luxembourg,1.0
Gibraltar,Malta,2.0
Gibraltar,Nevada,4.0
Gibraltar,Niue,56.0
Gibraltar,Panama,396.0
Gibraltar,Russia,8.0
Gibraltar,Samoa,28.0
Gibraltar,Seychelles,128.0
Gibraltar,Singapore,1.5
Gibraltar,Switzerland,1.0
Gibraltar,Thailand,1.0
Gibraltar,Ukraine,1.0
Gibraltar,United Kingdom,10.0
Gibraltar,United States,1.0
Greece,Bahamas,14.0
Greece,Bermuda,10.0
Greece,British Virgin Islands,172.0
Greece,Canada,4.0
Greece,Cayman Islands,2.0
Greece,China,7.0
Greece,Cyprus,3.0
Greece,Hong Kong,10.0
Greece,Ireland,2.0
Greece,Jersey,1.0
Greece,Liberia,2.0
Greece,Malta,1.0
Greece,Panama,273.0
Greece,Russia,13.0
Greece,Seychelles,43.0
Greece,United Arab Emirates,1.0
Greece,United Kingdom,12.0
Greece,United States,1.0
Grenada,Barbados,4.0
Grenada,British Virgin Islands,4.0
Grenada,Panama,1.0
Grenada,Saint Kitts and Nevis,8.0
Guam,British Virgin Islands,2.0
Guam,United States,1.0
Guatemala,Bahamas,78.0
Guatemala,British Anguilla,46.0
Guatemala,British Virgin Islands,370.0
Guatemala,Cayman Islands,16.0
Guatemala,Niue,280.0
Guatemala,Panama,1602.0
Guatemala,Saint Kitts and Nevis,8.0
Guatemala,Samoa,32.0
Guatemala,Seychelles,60.0
Guernsey,Bahamas,3008.0
Guernsey,Barbados,26.0
Guernsey,Bermuda,6.0
Guernsey,British Anguilla,54.0
Guernsey,British Virgin Islands,9562.0
Guernsey,Canada,5.0
Guernsey,Cayman Islands,8.0
Guernsey,China,9.0
Guernsey,Cook Islands,4.0
Guernsey,Cyprus,8.0
Guernsey,Czech Republic,2.0
Guernsey,Hong Kong,25.0
Guernsey,Ireland,4.0
Guernsey,Isle of Man,44.0
Guernsey,Jersey,16.0
Guernsey,Luxembourg,1.0
Guernsey,Niue,604.0
Guernsey,Panama,1423.0
Guernsey,Russia,24.0
Guernsey,Saint Kitts and Nevis,3.0
Guernsey,Samoa,38.0
Guernsey,Seychelles,106.0
Guernsey,Sweden,2.0
Guernsey,Turks and Caicos Islands,2.0
Guernsey,United Arab Emirates,3.0
Guernsey,United Kingdom,22.0
Guernsey,United States,15.0
Guernsey,Uruguay,2.0
Guinea,Switzerland,1.0
Guinea,United Kingdom,1.0
Guyana,Barbados,4.0
Guyana,British Virgin Islands,1.0
Guyana,Cyprus,1.0
Haiti,British Virgin Islands,6.0
Haiti,Nevada,10.0
Honduras,Bahamas,2.0
Honduras,British Virgin Islands,8.0
Honduras,Cayman Islands,2.0
Honduras,Panama,38.0
Hong Kong,Antigua and Barbuda,45.0
Hong Kong,Austria,7.0
Hong Kong,Bahamas,1924.0
Hong Kong,Barbados,10.0
Hong Kong,Belarus,5.0
Hong Kong,Belize,45.0
Hong Kong,Bermuda,786.0
Hong Kong,British Anguilla,2732.0
Hong Kong,British Virgin Islands,65366.5
Hong Kong,Canada,286.0
Hong Kong,Cayman Islands,473.5
Hong Kong,China,471.0
Hong Kong,Cook Islands,37.0
Hong Kong,Croatia,2.0
Hong Kong,Curaçao,5.0
Hong Kong,Cyprus,593.0
Hong Kong,Czech Republic,18.0
Hong Kong,Estonia,1.0
Hong Kong,France,1.0
Hong Kong,Georgia,1.0
Hong Kong,Germany,12.0
Hong Kong,Gibraltar,10.0
Hong Kong,Grenada,1.0
Hong Kong,Ireland,617.0
Hong Kong,Isle of Man,20.0
Hong Kong,Israel,5.0
Hong Kong,Japan,1.0
Hong Kong,Jersey,69.0
Hong Kong,Kuwait,1.0
Hong Kong,Labuan,12.5
Hong Kong,Latvia,235.0
Hong Kong,Luxembourg,86.0
Hong Kong,Malaysia,18.0
Hong Kong,Malta,24.0
Hong Kong,Marshall Islands,1.5
Hong Kong,Mauritius,33.5
Hong Kong,Netherlands,47.0
Hong Kong,Nevada,86.0
Hong Kong,Niue,2110.0
Hong Kong,Panama,2257.5
Hong Kong,Portugal,1.0
Hong Kong,Russia,2067.0
Hong Kong,Saint Kitts and Nevis,201.0
Hong Kong,Samoa,6084.0
Hong Kong,Serbia,2.0
Hong Kong,Seychelles,7776.5
Hong Kong,Singapore,131.5
Hong Kong,South Africa,3.0
Hong Kong,South Korea,1.0
Hong Kong,Sweden,25.0
Hong Kong,Switzerland,50.0
Hong Kong,Taiwan,2.0
Hong Kong,Thailand,3.0
Hong Kong,Turks and Caicos Islands,8.0
Hong Kong,US Virgin Islands,1.0
Hong Kong,Ukraine,34.0
Hong Kong,United Arab Emirates,188.0
Hong Kong,United Kingdom,3071.0
Hong Kong,United States,821.0
Hong Kong,Vanuatu,3.5
Hungary,Bahamas,8.0
Hungary,Barbados,6.0
Hungary,British Virgin Islands,58.0
Hungary,Canada,1.0
Hungary,Curaçao,1.0
Hungary,Cyprus,1.0
Hungary,Hong Kong,3.0
Hungary,Luxembourg,1.0
Hungary,Nevada,2.0
Hungary,Niue,50.0
Hungary,Panama,14.0
Hungary,Russia,2.0
Hungary,Samoa,2.0
Hungary,Seychelles,54.0
Hungary,Ukraine,2.0
Hungary,United Kingdom,3.0
Hungary,United States,3.0
Iceland,Bermuda,4.0
Iceland,British Virgin Islands,29.0
Iceland,Panama,2.0
Iceland,Switzerland,1.0
Iceland,United Kingdom,1.0
India,Barbados,2.0
India,Belize,1.0
India,Bermuda,20.0
India,British Virgin Islands,528.5
India,Canada,16.0
India,Cayman Islands,4.0
India,China,16.0
India,Cyprus,30.0
India,Czech Republic,2.0
India,Hong Kong,135.0
India,Ireland,25.0
India,Isle of Man,16.0
India,Jersey,4.0
India,Kuwait,1.0
India,Latvia,12.0
India,Luxembourg,6.0
India,Malta,1.0
India,Niue,2.0
India,Panama,58.0
India,Russia,121.0
India,Saint Kitts and Nevis,7.0
India,Samoa,3.0
India,Serbia,1.0
India,Seychelles,26.0
India,Singapore,6.0
India,South Africa,1.0
India,Sweden,1.0
India,Switzerland,1.0
India,Ukraine,2.0
India,United Arab Emirates,8.0
India,United Kingdom,175.0
India,United States,50.0
Indonesia,Antigua and Barbuda,8.0
Indonesia,Austria,2.0
Indonesia,Bahamas,2.5
Indonesia,Belize,4.0
Indonesia,Bermuda,10.0
Indonesia,British Virgin Islands,2295.0
Indonesia,Canada,56.0
Indonesia,Cayman Islands,20.0
Indonesia,China,69.0
Indonesia,Cook Islands,13.0
Indonesia,Croatia,1.0
Indonesia,Curaçao,2.0
Indonesia,Cyprus,142.0
Indonesia,Czech Republic,5.0
Indonesia,Gibraltar,3.0
Indonesia,Hong Kong,656.5
Indonesia,Ireland,121.0
Indonesia,Israel,1.0
Indonesia,Jersey,12.0
Indonesia,Latvia,50.0
Indonesia,Luxembourg,20.0
Indonesia,Malta,3.0
Indonesia,Mauritius,2.0
Indonesia,Netherlands,6.0
Indonesia,Panama,238.0
Indonesia,Russia,444.0
Indonesia,Saint Kitts and Nevis,42.0
Indonesia,Samoa,23.5
Indonesia,Seychelles,82.0
Indonesia,Singapore,42.5
Indonesia,South Africa,1.0
Indonesia,Sweden,3.0
Indonesia,Switzerland,7.0
Indonesia,Taiwan,1.0
Indonesia,Turks and Caicos Islands,1.0
Indonesia,Ukraine,4.0
Indonesia,United Arab Emirates,32.0
Indonesia,United Kingdom,759.0
Indonesia,United States,200.0
Iran,British Virgin Islands,3.0
Iran,Canada,1.0
Iran,Ireland,1.0
Iran,Panama,8.0
Iran,Russia,1.0
Iran,United Kingdom,1.0
Iran,United States,1.0
Ireland,Bahamas,50.0
Ireland,Barbados,26.0
Ireland,Bermuda,40.0
Ireland,British Anguilla,2.0
Ireland,British Virgin Islands,407.0
Ireland,Canada,1.0
Ireland,Cayman Islands,18.0
Ireland,China,4.0
Ireland,Guernsey,4.0
Ireland,Hong Kong,14.0
Ireland,Isle of Man,60.0
Ireland,Jersey,3.0
Ireland,Niue,62.0
Ireland,Panama,113.0
Ireland,Russia,6.0
Ireland,Saint Kitts and Nevis,1.0
Ireland,Samoa,22.0
Ireland,Seychelles,27.0
Ireland,Singapore,1.0
Ireland,United Arab Emirates,1.0
Ireland,United Kingdom,8.0
Isle of Man,Bahamas,1770.0
Isle of Man,Barbados,52.0
Isle of Man,Bermuda,10.0
Isle of Man,British Anguilla,70.0
Isle of Man,British Virgin Islands,6152.5
Isle of Man,Cayman Islands,24.0
Isle of Man,China,2.0
Isle of Man,Cyprus,16.0
Isle of Man,Gibraltar,1.0
Isle of Man,Guernsey,8.0
Isle of Man,Hong Kong,22.0
Isle of Man,Ireland,4.0
Isle of Man,Isle of Man,14.0
Isle of Man,Jersey,18.0
Isle of Man,Malta,2.0
Isle of Man,Nevada,14.0
Isle of Man,Niue,542.0
Isle of Man,Panama,1002.0
Isle of Man,Russia,6.0
Isle of Man,Samoa,140.0
Isle of Man,Seychelles,160.0
Isle of Man,United Arab Emirates,2.0
Isle of Man,United Kingdom,8.0
Isle of Man,United States,2.0
Isle of Man,Uruguay,2.0
Israel,Bahamas,32.0
Israel,Barbados,2.0
Israel,Belize,24.0
Israel,Bermuda,2.0
Israel,British Anguilla,300.0
Israel,British Virgin Islands,450.5
Israel,Canada,2.0
Israel,Cayman Islands,8.0
Israel,China,15.0
Israel,Cyprus,10.0
Israel,Hong Kong,40.0
Israel,Ireland,7.0
Israel,Isle of Man,4.0
Israel,Jersey,3.0
Israel,Latvia,1.0
Israel,Malta,8.0
Israel,Mauritius,1.0
Israel,Netherlands,1.0
Israel,Niue,22.0
Israel,Panama,271.0
Israel,Russia,20.0
Israel,Saint Kitts and Nevis,1.0
Israel,Samoa,94.0
Israel,Seychelles,246.0
Israel,Singapore,1.0
Israel,Switzerland,1.0
Israel,United Arab Emirates,2.0
Israel,United Kingdom,27.0
Israel,United States,8.0
Italy,Antigua and Barbuda,1.0
Italy,Bahamas,6.0
Italy,Belize,1.0
Italy,British Anguilla,408.0
Italy,British Virgin Islands,142.0
Italy,Canada,2.0
Italy,Cayman Islands,4.0
Italy,China,2.0
Italy,Cook Islands,0.5
Italy,Croatia,1.0
Italy,Cyprus,34.0
Italy,Hong Kong,28.0
Italy,Ireland,4.0
Italy,Isle of Man,4.0
Italy,Jersey,2.0
Italy,Latvia,3.0
Italy,Nevada,14.0
Italy,Niue,44.0
Italy,Panama,89.0
Italy,Russia,15.0
Italy,Saint Kitts and Nevis,2.0
Italy,Samoa,6.0
Italy,Seychelles,47.0
Italy,South Africa,1.0
Italy,Ukraine,1.0
Italy,United Arab Emirates,2.0
Italy,United Kingdom,16.0
Italy,United States,8.0
Jamaica,Bahamas,2.0
Jamaica,Barbados,24.0
Jamaica,British Virgin Islands,12.0
Jamaica,Cayman Islands,10.0
Jamaica,Hong Kong,2.0
Jamaica,Panama,1.0
Jamaica,United Kingdom,1.0
Jamaica,United States,1.0
Japan,Antigua and Barbuda,1.0
Japan,Belize,1.0
Japan,Bermuda,16.0
Japan,British Virgin Islands,404.0
Japan,Canada,17.0
Japan,Cayman Islands,32.0
Japan,China,21.0
Japan,Cook Islands,2.0
Japan,Cyprus,27.0
Japan,Gibraltar,1.0
Japan,Hong Kong,114.0
Japan,Ireland,22.0
Japan,Latvia,13.0
Japan,Luxembourg,1.0
Japan,Mauritius,1.0
Japan,Niue,4.0
Japan,Panama,50.0
Japan,Russia,70.0
Japan,Saint Kitts and Nevis,9.0
Japan,Samoa,1.5
Japan,Seychelles,20.0
Japan,Singapore,3.0
Japan,Ukraine,1.0
Japan,United Arab Emirates,9.0
Japan,United Kingdom,121.0
Japan,United States,32.0
Jersey,Bahamas,2488.0
Jersey,Barbados,88.0
Jersey,Belize,2.0
Jersey,Bermuda,26.0
Jersey,British Anguilla,4.0
Jersey,British Virgin Islands,21362.5
Jersey,Canada,4.0
Jersey,Cayman Islands,22.0
Jersey,China,20.0
Jersey,Cook Islands,4.0
Jersey,Cyprus,12.0
Jersey,Hong Kong,181.0
Jersey,Ireland,7.0
Jersey,Isle of Man,38.0
Jersey,Latvia,2.0
Jersey,Luxembourg,1.0
Jersey,Malta,8.0
Jersey,Mauritius,2.0
Jersey,Nevada,6.0
Jersey,Niue,688.0
Jersey,Panama,4272.0
Jersey,Russia,33.0
Jersey,Saint Kitts and Nevis,6.0
Jersey,Samoa,37.0
Jersey,Seychelles,43.0
Jersey,Singapore,3.0
Jersey,South Africa,1.0
Jersey,United Arab Emirates,3.0
Jersey,United Kingdom,60.0
